"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"subprocess","C:/Users/jtolbert/Documents/R/win-library/3.5","0.8.3",,"R (>= 3.2.0)",,,"mockery, testthat, knitr, rmarkdown (>= 1.0)",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"superheat","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.0",,"R (>= 3.1)","dplyr (>= 0.4.3), ggplot2 (>= 2.0.0), gtable (>= 0.1.2),
magrittr (>= 1.5), plyr (>= 1.8.3), scales (>= 0.3.0),
ggdendro,",,"knitr (>= 1.11), RColorBrewer, rmarkdown, testthat (>=
0.11.0),",,"CC0",,,,,"no","3.5.2"
"survival","C:/Users/jtolbert/Documents/R/win-library/3.5","2.44-1.1","recommended","R (>= 2.13.0)","graphics, Matrix, methods, splines, stats, utils",,,,"LGPL (>= 2)",,,,,"yes","3.5.3"
"svglite","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2.2",,"R (>= 3.0.0)","Rcpp, gdtools (>= 0.1.6)","Rcpp, gdtools, BH","htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",,"GPL (>= 2)",,,,,"yes","3.5.3"
"sys","C:/Users/jtolbert/Documents/R/win-library/3.5","3.3",,,,,"unix (>= 1.4), spelling, testthat",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"systemfonts","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.1",,,,,"testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"syuzhet","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.4",,"R (>= 2.10)","textshape (>= 1.3.0), NLP, zoo, dtt, stats, graphics, dplyr,
tidyr,",,"devtools, readxl, stringr, knitr, pander, testthat (>=
0.9.1), parallel",,"GPL-3",,,,,"no","3.5.2"
"TeachingDemos","C:/Users/jtolbert/Documents/R/win-library/3.5","2.10",,,,,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, maptools, R2wd, manipulate",,"Artistic-2.0",,,,,"no","3.5.2"
"tensor","C:/Users/jtolbert/Documents/R/win-library/3.5","1.5",,,,,,,"GPL (>= 2)",,,,,,"3.5.2"
"testthat","C:/Users/jtolbert/Documents/R/win-library/3.5","2.2.1",,"R (>= 3.1)","cli, crayon (>= 1.3.4), digest, evaluate, magrittr, methods,
praise, R6 (>= 2.2.0), rlang (>= 0.3.0), withr (>= 2.0.0)",,"covr, curl (>= 0.9.5), devtools, knitr, rmarkdown, usethis,
vctrs (>= 0.1.0), xml2",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"text2vec","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.1",,"R (>= 3.2.0), methods","Matrix (>= 1.1), Rcpp (>= 0.11), RcppParallel (>= 4.3.14),
digest (>= 0.6.8), foreach(>= 1.4.3), data.table(>= 1.9.6),
irlba (>= 2.2.1), R6 (>= 2.1.2), futile.logger (>= 1.4.3),
stringi (>= 1.1.5), mlapi (>= 0.1.0)","Rcpp, RcppParallel, digest, sparsepp (>= 0.2.0)","doParallel, testthat, covr, knitr, rmarkdown, glmnet,
parallel, tokenizers, magrittr",,"GPL (>= 2) | file LICENSE",,,,,"yes","3.5.3"
"textreadr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9.0",,"R (>= 3.2.2)","antiword, curl, data.table, pdftools, readxl, rvest, striprtf,
textshape, tools, utils, xml2",,"tesseract, testthat",,"GPL-2",,,,,"no","3.5.2"
"textshape","C:/Users/jtolbert/Documents/R/win-library/3.5","1.6.0",,"R (>= 3.4.0)","data.table, slam, stats, stringi, utils",,"testthat",,"GPL-2",,,,,"no","3.5.2"
"TH.data","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0-10",,"R (>= 2.10.0), survival, MASS",,,"dplyr, gdata, plyr",,"GPL-3",,,,,"no","3.5.2"
"threejs","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.1",,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",,"maps","knitr, shiny","MIT + file LICENSE",,,,,"no","3.5.3"
"tibble","C:/Users/jtolbert/Documents/R/win-library/3.5","2.1.3",,"R (>= 3.1.0)","cli, crayon (>= 1.3.4), fansi (>= 0.4.0), methods, pillar (>=
1.3.1), pkgconfig, rlang (>= 0.3.0), utils",,"bench, covr, dplyr, htmltools, import, knitr, mockr,
nycflights13, rmarkdown, testthat, withr",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"tidycensus","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9.2",,"R (>= 3.3.0)","httr, sf, dplyr (>= 0.7.0), tigris, stringr, jsonlite (>=
1.5.0), purrr, rvest, tidyr (>= 0.7.0), rappdirs, readr, xml2,
units, utils",,"ggplot2",,"MIT + file LICENSE",,,,,"no","3.5.3"
"tidymodels","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0.2",,"R (>= 3.1)","broom (>= 0.5.0), cli (>= 1.0.1), crayon (>= 1.3.4), dials (>=
0.0.1), dplyr (>= 0.7.8), ggplot2 (>= 3.1.0), infer (>= 0.4.0),
magrittr (>= 1.5), parsnip (>= 0.0.1), pillar (>= 1.3.0), purrr
(>= 0.2.5), recipes (>= 0.1.4), rlang (>= 0.3.0.1), rsample (>=
0.0.3), rstudioapi (>= 0.8), tibble (>= 1.4.2), tidytext (>=
0.2.0), tidypredict (>= 0.2.0), tidyposterior (>= 0.0.2),
yardstick (>= 0.0.2)",,"covr, knitr, rmarkdown, testthat",,"GPL-3 | file LICENSE",,,,,"no","3.5.3"
"tidyposterior","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0.2",,"R (>= 2.10)","rsample (>= 0.0.2), tidyr (>= 0.7.1), dplyr, rstanarm (>=
2.15.3), rlang, utils, purrr, tibble, generics, ggplot2,",,"knitr, testthat, covr",,"GPL-2",,,,,"no","3.5.3"
"tidypredict","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4.3",,"R (>= 3.1)","dplyr (>= 0.7), rlang, purrr, knitr, generics, tibble",,"dbplyr, testthat (>= 2.1.0), randomForest, ranger, earth,
rmarkdown, nycflights13, RSQLite, methods, DBI, covr, xgboost,
Cubist, mlbench, partykit, yaml, parsnip",,"GPL-3",,,,,"no","3.5.3"
"tidyquant","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.6",,"R (>= 3.0.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13), tidyverse","dplyr, ggplot2, httr, lazyeval, magrittr, purrr, Quandl,
stringr, tibble, tidyr, timetk, TTR, xml2, xts, rlang",,"alphavantager, broom, knitr, rmarkdown, testthat, tibbletime,
scales, Rblpapi, readxl",,"MIT + file LICENSE",,,,,"no","3.5.3"
"tidyr","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.0",,"R (>= 3.1)","dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, magrittr, purrr,
Rcpp, rlang, stringi, tibble (>= 2.1.1), tidyselect (>= 0.2.5),
utils, vctrs (>= 0.2.0), lifecycle","Rcpp","covr, jsonlite, knitr, repurrrsive (>= 1.0.0), rmarkdown,
readr, testthat (>= 2.1.0)",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"tidyselect","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.5",,"R (>= 3.1)","glue (>= 1.3.0), purrr, rlang (>= 0.2.2), Rcpp (>= 0.12.0)","Rcpp (>= 0.12.0),","covr, dplyr, testthat",,"GPL-3",,,,,"yes","3.5.2"
"tidytext","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.2",,"R (>= 2.10)","rlang, dplyr, stringr, hunspell, generics, Matrix, tokenizers,
janeaustenr, purrr (>= 0.1.1), methods, stopwords",,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, gutenbergr,
testthat, vdiffr, mallet, stm, data.table, broom, textdata",,"MIT + file LICENSE",,,,,"no","3.5.3"
"tidyverse","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2.1",,,"broom (>= 0.4.2), cli (>= 1.0.0), crayon (>= 1.3.4), dplyr (>=
0.7.4), dbplyr (>= 1.1.0), forcats (>= 0.2.0), ggplot2 (>=
2.2.1), haven (>= 1.1.0), hms (>= 0.3), httr (>= 1.3.1),
jsonlite (>= 1.5), lubridate (>= 1.7.1), magrittr (>= 1.5),
modelr (>= 0.1.1), purrr (>= 0.2.4), readr (>= 1.1.1), readxl
(>= 1.0.0), reprex (>= 0.1.1), rlang (>= 0.1.4), rstudioapi (>=
0.7), rvest (>= 0.3.2), stringr (>= 1.2.0), tibble (>= 1.3.4),
tidyr (>= 0.7.2), xml2 (>= 1.1.1)",,"feather (>= 0.3.1), knitr (>= 1.17), rmarkdown (>= 1.7.4)",,"GPL-3 | file LICENSE",,,,,"no","3.5.3"
"tiff","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1-5",,"R (>= 2.9.0)",,,,,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"tigris","C:/Users/jtolbert/Documents/R/win-library/3.5","0.8.2",,"R (>= 3.3.0)","stringr, magrittr, rgdal, sp, utils, rappdirs, maptools, httr,
uuid, sf, dplyr, methods",,"acs, testthat, ggplot2, ggthemes, leaflet, knitr, rgeos",,"MIT + file LICENSE",,,,,"no","3.5.3"
"timeDate","C:/Users/jtolbert/Documents/R/win-library/3.5","3043.102",,"R (>= 2.15.1), graphics, utils, stats, methods",,,"date, RUnit",,"GPL (>= 2)",,,,,"no","3.5.2"
"timetk","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.1.1",,"R (>= 3.3.0)","devtools (>= 1.12.0), dplyr (>= 0.7.0), forecast (>= 0.8.0),
lazyeval (>= 0.2.0), lubridate (>= 1.6.0), padr (>= 0.3.0),
purrr (>= 0.2.2), readr (>= 1.0.0), stringi (>= 1.1.5), tibble
(>= 1.2), tidyr (>= 0.6.1), xts (>= 0.9-7), zoo (>= 1.7-14)",,"broom, forcats, knitr, rmarkdown, robets, scales, stringr,
testthat, tidyverse, tidyquant, timeSeries, fracdiff, timeDate,
tseries",,"GPL (>= 3)",,,,,"no","3.5.2"
"tinytex","C:/Users/jtolbert/Documents/R/win-library/3.5","0.15",,,"xfun (>= 0.5)",,"testit, rstudioapi",,"MIT + file LICENSE",,,,,"no","3.5.3"
"tm","C:/Users/jtolbert/Documents/R/win-library/3.5","0.7-6",,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",,"GPL-3",,,,,"yes","3.5.2"
"tokenizers","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.1",,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"treemap","C:/Users/jtolbert/Documents/R/win-library/3.5","2.4-2",,"R (>= 2.10)","colorspace, data.table (>= 1.8.8), ggplot2, grid, gridBase,
igraph, methods, RColorBrewer, shiny (>= 0.12.0)",,"knitr",,"GPL-3",,,,,"no","3.5.3"
"trimcluster","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1-2.1",,"R (>= 1.9.0)",,,"fpc",,"GPL",,,,,"no","3.5.2"
"tripack","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3-8",,,,,,,"ACM | file LICENSE",,"yes",,,"yes","3.5.2"
"tseries","C:/Users/jtolbert/Documents/R/win-library/3.5","0.10-47",,"R (>= 2.10.0)","graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",,,,"GPL-2",,,,,"yes","3.5.3"
"tsne","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1-3",,,,,,,"GPL",,,,,"no","3.5.2"
"TSP","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1-7",,"R (>= 2.14.0)","graphics, foreach, utils, methods, stats, grDevices",,"maps, sp, maptools, testthat",,"GPL-3",,,,,"yes","3.5.3"
"TTR","C:/Users/jtolbert/Documents/R/win-library/3.5","0.23-4",,,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL-2",,,,,"yes","3.5.2"
"twitteR","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.9",,"R (>= 2.12.0)","methods, bit64, rjson, DBI (>= 0.3.1), httr (>= 1.0.0)",,"RSQLite, RMySQL",,"Artistic-2.0",,,,,"no","3.5.2"
"ucminf","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1-4",,,,,"numDeriv",,"GPL (>= 2)",,,,,"yes","3.5.2"
"udunits2","C:/Users/jtolbert/Documents/R/win-library/3.5","0.13",,"R (>= 2.10.0)",,,,,"GPL-2",,,,,"yes","3.5.2"
"units","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6-4",,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","udunits2, NISTunits, measurements, xml2, tibble, pillar (>=
1.3.0), knitr, testthat, ggforce, rmarkdown, magrittr",,"GPL-2",,,,,"yes","3.5.3"
"urca","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3-0",,"R (>= 2.0.0), methods","nlme, graphics, stats",,,,"GPL (>= 2)",,,,,"yes","3.5.2"
"uroot","C:/Users/jtolbert/Documents/R/win-library/3.5","2.1-0",,"R (>= 3.0.0), stats",,,,,"GPL-2",,,,,"no","3.5.3"
"usethis","C:/Users/jtolbert/Documents/R/win-library/3.5","1.5.1",,"R (>= 3.2)","clipr (>= 0.3.0), clisymbols, crayon, curl (>= 2.7), desc, fs
(>= 1.3.0), gh, git2r (>= 0.23), glue (>= 1.3.0), purrr, rlang,
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr,
yaml",,"covr, knitr, magick, pkgdown (>= 1.1.0), rmarkdown, roxygen2,
spelling (>= 1.2), styler (>= 1.0.2), testthat (>= 2.1.0)",,"GPL-3",,,,,"no","3.5.3"
"utf8","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.4",,"R (>= 2.10)",,,"knitr, rmarkdown, testthat",,"Apache License (== 2.0) | file LICENSE",,,,,"yes","3.5.2"
"uuid","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1-2",,"R (>= 2.9.0)",,,,,"MIT + file LICENSE",,,,,"yes","3.5.2"
"V8","C:/Users/jtolbert/Documents/R/win-library/3.5","2.3",,,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"vctrs","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.0",,"R (>= 3.2)","backports, ellipsis (>= 0.2.0), digest, glue, rlang (>=
0.4.0), zeallot",,"bit64, covr, crayon, generics, knitr, pillar (>= 1.4.1),
pkgdown, rmarkdown, testthat, tibble",,"GPL-3",,,,,"yes","3.5.3"
"VennDiagram","C:/Users/jtolbert/Documents/R/win-library/3.5","1.6.20",,"R (>= 2.14.1), grid (>= 2.14.1), futile.logger",,,"testthat",,"GPL-2",,,,,"no","3.5.3"
"viridis","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.1",,"R (>= 2.10), viridisLite (>= 0.3.0)","stats, ggplot2 (>= 1.0.1), gridExtra",,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",,"MIT + file LICENSE",,,,,"no","3.5.2"
"viridisLite","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.0",,"R (>= 2.10)",,,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",,"MIT + file LICENSE",,,,,"no","3.5.2"
"visNetwork","C:/Users/jtolbert/Documents/R/win-library/3.5","2.0.8",,"R (>= 3.0)","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, tidygraph,
flashClust",,"MIT + file LICENSE",,,,,"no","3.5.3"
"wdman","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.4",,"R (>= 3.2)","binman, assertthat, subprocess (>= 0.8.0), yaml, semver(>=
0.2.0), utils",,"testthat, covr, knitr, rmarkdown",,"MIT + file LICENSE",,,,,"no","3.5.2"
"webshot","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.1",,"R (>= 3.0)","magrittr, jsonlite, callr",,"httpuv, knitr, rmarkdown, shiny",,"GPL-2",,,,,"no","3.5.2"
"whisker","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4",,,,,"markdown",,"GPL-3",,,,,"no","3.5.3"
"withr","C:/Users/jtolbert/Documents/R/win-library/3.5","2.1.2",,"R (>= 3.0.2)","stats, graphics, grDevices",,"testthat, covr, lattice, DBI, RSQLite, methods, knitr,
rmarkdown",,"GPL (>= 2)",,,,,"no","3.5.2"
"wordcloud","C:/Users/jtolbert/Documents/R/win-library/3.5","2.6",,"methods, RColorBrewer","Rcpp (>= 0.9.4)","Rcpp","tm (>= 0.6), slam",,"LGPL-2.1",,,,,"yes","3.5.2"
"WriteXLS","C:/Users/jtolbert/Documents/R/win-library/3.5","5.0.0",,,"utils",,,,"GPL (>= 2)",,,,,"no","3.5.3"
"wsrf","C:/Users/jtolbert/Documents/R/win-library/3.5","1.7.17",,"parallel, R (>= 3.3.0), Rcpp (>= 0.10.2), stats",,"Rcpp","knitr (>= 1.5), party (>= 1.0.7), randomForest (>= 4.6.7),
rattle.data (>= 1.0.2), stringr (>= 0.6.2)",,"GPL (>= 2)",,,,,"yes","3.5.2"
"xfun","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9",,,"stats, tools",,"testit, parallel, rstudioapi, tinytex, mime, markdown, knitr,
htmltools, base64enc, remotes, rmarkdown",,"MIT + file LICENSE",,,,,"no","3.5.3"
"xgboost","C:/Users/jtolbert/Documents/R/win-library/3.5","0.90.0.2",,"R (>= 3.3.0)","Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), stringi (>= 0.5.2)",,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), testthat, lintr, igraph
(>= 1.0.1), jsonlite, float",,"Apache License (== 2.0) | file LICENSE",,,,,"yes","3.5.3"
"XLConnect","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2-15",,"R (>= 2.10.0), XLConnectJars (== 0.2-15)","methods, rJava",,"RUnit, lattice, ggplot2 (>= 0.9.3), zoo",,"GPL-3",,,,,"no","3.5.2"
"XLConnectJars","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2-15",,,"rJava",,,,"GPL-3",,,,,"no","3.5.2"
"xlsx","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6.1",,,"rJava, xlsxjars, grDevices, utils",,,,"GPL-3",,,,,"no","3.5.2"
"xlsxjars","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6.1",,"rJava",,,,,"GPL-3",,,,,"no","3.5.2"
"XML","C:/Users/jtolbert/Documents/R/win-library/3.5","3.98-1.20",,"R (>= 2.13.0), methods, utils",,,"bitops, RCurl",,"BSD_2_clause + file LICENSE",,,,,"yes","3.5.3"
"xml2","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2.2",,"R (>= 3.1.0)","Rcpp, methods","Rcpp (>= 0.12.12)","covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",,"GPL (>= 2)",,,,,"yes","3.5.3"
"xopen","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.0",,"R (>= 3.1)","processx",,"ps, testthat",,"MIT + file LICENSE",,,,,"no","3.5.2"
"xtable","C:/Users/jtolbert/Documents/R/win-library/3.5","1.8-4",,"R (>= 2.10.0)","stats, utils",,"knitr, plm, zoo, survival",,"GPL (>= 2)",,,,,"no","3.5.3"
"xts","C:/Users/jtolbert/Documents/R/win-library/3.5","0.11-2",,"zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, fts, tis, RUnit",,"GPL (>= 2)",,,,,"yes","3.5.2"
"yaml","C:/Users/jtolbert/Documents/R/win-library/3.5","2.2.0",,,,,"RUnit",,"BSD_3_clause + file LICENSE",,,,,"yes","3.5.2"
"zeallot","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.0",,,,,"testthat, knitr, rmarkdown, purrr, magrittr",,"MIT + file LICENSE",,,,,"no","3.5.3"
"zip","C:/Users/jtolbert/Documents/R/win-library/3.5","2.0.4",,,,,"covr, processx, R6, testthat, withr",,"CC0",,,,,"yes","3.5.3"
"zipcode","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0",,"R (>= 2.10)",,,,,"CC BY-SA 2.0 + file LICENSE",,,,,,"3.5.2"
"zoo","C:/Users/jtolbert/Documents/R/win-library/3.5","1.8-6",,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",,"coda, chron, DAAG, fts, ggplot2, mondate, scales,
strucchange, timeDate, timeSeries, tis, tseries, xts",,"GPL-2 | GPL-3",,,,,"yes","3.5.3"
"base","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,,,"methods",,"Part of R 3.5.2",,,,,,"3.5.2"
"boot","C:/Program Files/R/R-3.5.2/library","1.3-20","recommended","R (>= 3.0.0), graphics, stats",,,"MASS, survival",,"Unlimited",,,,,"no","3.5.2"
"class","C:/Program Files/R/R-3.5.2/library","7.3-14","recommended","R (>= 3.0.0), stats, utils","MASS",,,,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"cluster","C:/Program Files/R/R-3.5.2/library","2.0.7-1","recommended","R (>= 3.2.0)","graphics, grDevices, stats, utils",,"MASS, Matrix",,"GPL (>= 2)",,,,,"yes","3.5.2"
"codetools","C:/Program Files/R/R-3.5.2/library","0.2-15","recommended","R (>= 2.1)",,,,,"GPL",,,,,"no","3.5.2"
"compiler","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,,,,,"Part of R 3.5.2",,,,,,"3.5.2"
"datasets","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,,,,,"Part of R 3.5.2",,,,,,"3.5.2"
"foreign","C:/Program Files/R/R-3.5.2/library","0.8-71","recommended","R (>= 3.0.0)","methods, utils, stats",,,,"GPL (>= 2)",,,,,"yes","3.5.2"
"graphics","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"grDevices",,,,"Part of R 3.5.2",,,,,"yes","3.5.2"
"grDevices","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,,,"KernSmooth",,"Part of R 3.5.2",,,,,"yes","3.5.2"
"grid","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"grDevices, utils",,"lattice",,"Part of R 3.5.2",,,,,"yes","3.5.2"
"KernSmooth","C:/Program Files/R/R-3.5.2/library","2.23-15","recommended","R (>= 2.5.0), stats",,,"MASS",,"Unlimited",,,,,"yes","3.5.2"
"lattice","C:/Program Files/R/R-3.5.2/library","0.20-38","recommended","R (>= 3.0.0)","grid, grDevices, graphics, stats, utils",,"KernSmooth, MASS, latticeExtra","chron","GPL (>= 2)",,,,,"yes","3.5.2"
"MASS","C:/Program Files/R/R-3.5.2/library","7.3-51.1","recommended","R (>= 3.1.0), grDevices, graphics, stats, utils","methods",,"lattice, nlme, nnet, survival",,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"Matrix","C:/Program Files/R/R-3.5.2/library","1.2-15","recommended","R (>= 3.2.0)","methods, graphics, grid, stats, utils, lattice",,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc","GPL (>= 2) | file LICENCE",,,,,"yes","3.5.2"
"methods","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"utils, stats",,"codetools",,"Part of R 3.5.2",,,,,"yes","3.5.2"
"mgcv","C:/Program Files/R/R-3.5.2/library","1.8-26","recommended","R (>= 2.14.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix",,"splines, parallel, survival, MASS",,"GPL (>= 2)",,,,,"yes","3.5.2"
"nlme","C:/Program Files/R/R-3.5.2/library","3.1-137","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice",,"Hmisc, MASS",,"GPL (>= 2) | file LICENCE",,,,,"yes","3.5.2"
"nnet","C:/Program Files/R/R-3.5.2/library","7.3-12","recommended","R (>= 2.14.0), stats, utils",,,"MASS",,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"parallel","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"tools, compiler",,"methods","snow, nws, Rmpi","Part of R 3.5.2",,,,,"yes","3.5.2"
"rpart","C:/Program Files/R/R-3.5.2/library","4.1-13","recommended","R (>= 2.15.0), graphics, stats, grDevices",,,"survival",,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"spatial","C:/Program Files/R/R-3.5.2/library","7.3-11","recommended","R (>= 3.0.0), graphics, stats, utils",,,"MASS",,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"splines","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"graphics, stats",,"Matrix, methods",,"Part of R 3.5.2",,,,,"yes","3.5.2"
"stats","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"utils, grDevices, graphics",,"MASS, Matrix, SuppDists, methods, stats4",,"Part of R 3.5.2",,,,,"yes","3.5.2"
"stats4","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"graphics, methods, stats",,,,"Part of R 3.5.2",,,,,,"3.5.2"
"survival","C:/Program Files/R/R-3.5.2/library","2.43-3","recommended","R (>= 2.13.0)","graphics, Matrix, methods, splines, stats, utils",,,,"LGPL (>= 2)",,,,,"yes","3.5.2"
"tcltk","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,"utils",,,,"Part of R 3.5.2",,,,,"yes","3.5.2"
"tools","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,,,"codetools, methods, xml2, curl",,"Part of R 3.5.2",,,,,"yes","3.5.2"
"translations","C:/Program Files/R/R-3.5.2/library","3.5.2",,,,,,,"Part of R 3.5.2",,,,,,"3.5.2"
"utils","C:/Program Files/R/R-3.5.2/library","3.5.2","base",,,,"methods, xml2, commonmark",,"Part of R 3.5.2",,,,,"yes","3.5.2"
